created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2017-11-21 05:51:43 UTC,1707,23.20,32.70,296.6, 360, 360,"","","3922

OK
"
2017-11-21 05:52:42 UTC,1708,23.10,32.70,386.6,442.2,604.4,"","","3928

OK
"
2017-11-21 05:53:43 UTC,1709,23.10,32.80,326.6,386.6,426.6,"","","3928

OK
"
2017-11-21 05:54:43 UTC,1710,23.20,32.80,338.8,424.4,484.4,"","","3917

OK
"
2017-11-21 05:55:42 UTC,1711,23.20,32.90,322.2,398.8, 410,"","","3785

OK
"
2017-11-21 06:22:04 UTC,1712,23.50,33.00,258.8, 320,362.2,"","","3917

OK
"
2017-11-21 06:23:04 UTC,1713,23.50,33.00,318.8,352.2,404.4,"","","3906

OK
"
2017-11-21 06:27:06 UTC,1714,23.50,33.30,318.8,374.4,374.4,"","","3911

OK
"
2017-11-21 06:28:06 UTC,1715,23.50,33.40, 310,346.6,366.6,"","","3906

OK
"
2017-11-21 06:29:06 UTC,1716,23.50,33.50,304.4,392.2,432.2,"","","3911

OK
"
2017-11-21 06:30:06 UTC,1717,23.50,33.50,344.4,424.4,512.2,"","","3906

OK
"
2017-11-21 06:54:11 UTC,1718,23.70,34.60,342.2, 390,462.2,"","","3895

OK
"
2017-11-21 06:55:10 UTC,1719,23.70,34.70,346.6, 430,494.4,"","","3895

OK
"
2017-11-21 06:56:10 UTC,1720,23.70,34.70,332.2,402.2,414.4,"","","3895

OK
"
2017-11-21 06:57:11 UTC,1721,23.70,34.80,354.4,434.4,508.8,"","","3895

OK
"


